id,studentId,jobId,status,createdAt,updatedAt
40208,10486,30079,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40209,10490,30079,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40210,10554,30079,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40211,10487,30135,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40212,10487,30127,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40213,10509,30127,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40214,10488,30169,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40215,10489,30169,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40216,10505,30169,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40217,10491,30087,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40218,10491,30088,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40219,10492,30146,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40220,10494,30086,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40221,10501,30086,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40222,10525,30086,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40223,10542,30086,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40224,10544,30086,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40225,10495,30029,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40226,10496,30055,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40227,10500,30145,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40228,10517,30145,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40229,10503,30058,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40230,10512,30058,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40231,10510,30045,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40232,10512,30081,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40233,10553,30081,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40234,10519,30156,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40235,10520,30071,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40236,10529,30076,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40237,10532,30096,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40238,10533,30161,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40239,10539,30161,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40240,10546,30161,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40241,10543,30077,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40242,10550,30078,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40243,10585,30078,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40244,10600,30078,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40245,10551,30154,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40246,10553,30059,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40247,10555,30018,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40248,10654,30141,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40249,10685,30141,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40250,10656,30129,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40251,10658,30173,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40252,10668,30173,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
